video_id,labels
QZZDFRTZ,['78']
RACULFYS,"['40', '52', '68', '8']"
RACYOHVR,"['7', '40']"
RAELUBLQ,['78']
RAHCOIKV,"['51', '40', '7']"
RAKBALHH,"['102', '68']"
RALQYNQN,['15']
RAODJCCR,['15']
RASGJBSK,['123']
RASGSXSF,"['69', '68']"
RAUURFGA,['100']
RBDTMPTK,"['68', '15', '22', '2']"
RBFFFVEI,"['90', '32', '135', '104']"
RBGLNDHC,['78']
RBLTKVEI,"['40', '102', '133']"
RBVNTBBY,"['47', '52']"
RBXRZNXN,['37']
RBZCJTFT,"['38', '102', '27']"
RCACBHCQ,"['75', '68']"
RCFHLBLQ,['78']
RCGHTUXS,['68']
RCIBPVCV,['68']
RCKTTEQQ,"['102', '104']"
RCMBMWBO,['68']
RCOBGKDQ,"['69', '102', '52']"
RCQHTQFB,['68']
RCSGAZLK,"['40', '133']"
RCWGHTFT,"['26', '47', '38', '133', '90', '27', '102']"
RCYXVZLK,"['133', '102']"
RDAETPLS,"['133', '90', '68']"
RDLDQHDU,"['13', '67', '102']"
RDMWVXFE,['123']
RDPEYLHH,['68']
RDRVPVEI,"['40', '133']"
RDSGMWTR,['68']
RDTXWBCH,['78']
RDWYSFNJ,['133']
RDXYQPLS,"['69', '133']"
REBUWPIF,['121']
REEGDZQJ,['52']
RENWXNQN,['15']
REPBIKWA,['133']
RERCBDFS,['78']
RERWFLHH,['2']
RFBBMWZS,"['123', '49']"
RFCYBHVR,['40']
RFIXDLHH,['68']
RFKBXMYV,['102']
RFMGHVEI,"['100', '68']"
RFOWVPTK,"['68', '15', '22', '2']"
RFTPZLHH,['68']
RFUBBMRN,"['133', '90', '68', '102', '123']"
RFWCVLHH,"['78', '65']"
RGECCNQN,"['15', '102']"
RGRERPKK,"['38', '133', '90', '46', '68', '67', '84', '102']"
RGVOECNX,"['102', '128']"
RGVUEAMC,"['133', '68', '8', '87', '120', '74']"
RGYKGEUV,['2']
RGZNZLHH,['58']
RHCYQVEI,"['52', '48', '2']"
RHGNDWPM,['45']
RHHSAPTK,"['15', '102']"
RHIXHXDO,"['51', '96']"
RHJBQZIE,['40']
RHMZVMRN,['40']
RHPAKLHH,['68']
RHQFJHVR,"['7', '8']"
RHTBKAEY,['123']
RHTRXAMC,['133']
RHVKPDUC,"['78', '131']"
RHXMTPTK,"['68', '15', '102', '2']"
RHYKDLBD,"['68', '2']"
RHZENPTK,"['68', '15', '2']"
RIAPXHVR,['40']
RIBXSVEI,['68']
RIBYTDSN,"['47', '8', '128']"
RIFWHSEK,['38']
RIGBZUOO,['67']
RIJJTVEI,['133']
RINEILHH,['128']
RINEMFNJ,"['133', '123']"
RIQTWMRN,['48']
RIRAMIOQ,"['69', '48', '52', '90', '102']"
RITGLCDA,['9']
RIVYPHCU,"['15', '102']"
RIXFYFNJ,['133']
RIXLPSBA,"['2', '135']"
RJCVNKRF,['68']
RJHHKBXG,"['32', '104']"
RJOTIXXP,['1']
RJQZLZQJ,['52']
RJZSORJS,"['40', '78', '120']"
RKCNXCNX,['45']
RKGUXDAL,"['13', '40', '5', '104']"
RKMZCFFP,['123']
RKOXQZLK,['40']
RKTIBVEI,"['133', '102', '52', '32']"
RKTYDBGG,"['90', '15', '2', '103']"
RKWIFLHH,['68']
RLDBEZQJ,"['69', '67']"
RLDKDDFS,['78']
RLFYGMYV,['102']
RLPUESBA,['48']
RLQUOVEI,"['68', '52', '2']"
RLUDMCVX,['52']
RLVRGPIF,['121']
RLWWJMRN,"['133', '102', '104']"
RLZIZGCS,['133']
RMCKKPTK,"['68', '15', '52', '2']"
RMEAQRTZ,['68']
RMLBXOIP,['104']
RMRGQEUV,['78']
RMTARFGA,"['69', '52', '128', '133', '67']"
RMUNWZLK,"['40', '102']"
RMWFVYMI,"['135', '104']"
RMXDHNQN,['102']
RMXRFVJP,['78']
RMYSJPTK,['2']
RNBDHVEI,"['15', '128', '133', '90', '68', '135', '40', '2', '104', '102']"
RNBTBHDU,"['13', '102']"
RNDRQLBD,"['68', '102', '133', '2']"
RNHLWPTK,"['15', '102', '68', '104']"
RNHWUNPO,['100']
RNIPKSBA,['102']
RNJVLTKX,"['102', '104']"
RNOEQZQJ,['102']
RNZRIPTK,"['15', '102']"
ROJBCZQJ,['78']
ROLOVAMC,"['133', '68']"
ROMNANPL,['102']
ROSTPTFT,"['38', '102']"
ROVLMPTK,"['15', '102']"
ROWJCNQN,"['15', '102']"
RPBDJSBA,"['68', '40', '2']"
RPBUMUXS,"['62', '68']"
RPDGQFGA,['100']
RPFCCSOM,['69']
RPIZRGCS,['47']
RPJVYXDO,"['1', '97', '130']"
RPLFAKEW,"['123', '28', '30']"
RPLQSIOQ,['52']
RPTEWKWA,"['16', '78']"
RPURKXDO,['102']
RPUVFIJJ,['78']
RPVKTDFS,['68']
RPVLYNQN,['102']
RQCJGAEM,['40']
RQEZPZQJ,"['102', '128']"
RQLGUPTK,"['68', '15', '52', '2']"
RQQEOUOO,"['15', '102']"
RQUBDIFB,['2']
RQWDHPTK,"['68', '15', '102', '2']"
RQXCSAMC,"['133', '102']"
RQZHICJH,"['51', '1', '5']"
RRGVDTFT,"['26', '38', '102', '27']"
RRHFAIYC,['52']
RRIPFPTK,"['15', '52', '68']"
RRIQPSOM,['52']
RRJZHHVR,"['7', '8']"
RRKELLHH,['68']
RRKSZBQT,['40']
RRKYASBA,"['26', '69', '1', '135', '67', '102']"
RRMMCCJH,"['78', '68']"
RROFXPTK,"['15', '2']"
RRPODDSN,['2']
RRTPHZJZ,"['114', '15', '102']"
RRYEMXDO,"['133', '95']"
RSDFZIFB,"['123', '68']"
RSDHJQFB,['133']
RSENTPLS,"['68', '48', '2']"
RSLDZVEI,"['133', '104']"
RSMIZSBA,"['26', '69', '38', '1', '135', '67', '102']"
RSMRRGCS,"['47', '1']"
RSPGWKEW,['67']
RSRXKVEI,"['133', '102', '104']"
RSXNZUDI,"['68', '2']"
RTAXUPTK,"['68', '15', '102', '2']"
RTCHJPTK,"['15', '90', '68', '2', '104', '102']"
RTCRKVEI,['90']
RTFEOVEI,"['100', '68', '40', '2', '104', '33']"
RTGTEAMC,"['100', '68']"
RTJEAKWA,"['1', '42']"
RTMPHVTT,['40']
RTMTXLHH,['78']
RTQBPLHH,['78']
RTVUMPTK,"['15', '52', '68']"
RTWGOBSK,"['1', '123']"
RTZPNBQT,['59']
RUAUOPTK,"['68', '15', '2']"
RUDELZQJ,['68']
RUDFXPIF,"['67', '91']"
RUDWIAMC,"['133', '102']"
RUJLVUOO,"['15', '102']"
RULZRBXG,['68']
RUPDOSBA,"['68', '133', '2']"
RUPTTPTK,['102']
RUSFMPLS,"['52', '133', '68', '2', '102']"
RUUKSHGA,"['87', '45', '68']"
RUXMMNBD,['102']
RUYASTFT,"['47', '38', '96', '27']"
RVAKPHVR,"['98', '7', '8']"
RVBLILHH,['40']
RVETUAMC,['133']
RVFWRVEI,"['133', '38']"
RVFZYVEI,"['40', '133']"
RVILMHVR,"['7', '8']"
RVJAGPTK,"['68', '15', '2']"
RVJWOVEI,"['40', '90', '33']"
RVOJKMRN,"['133', '90', '48']"
RVPGVXDB,['40']
RVQOMPTK,['2']
RVSGVWBO,"['69', '40']"
RVUEOPLS,"['40', '133', '68']"
RVUXINQN,"['15', '102']"
RVWWPFKM,"['133', '117', '68']"
RVXFEKRF,['102']
RWBVCNQN,['15']
RWEUIFYS,"['69', '52', '68', '8', '40']"
RWFNVPLS,"['68', '133', '2']"
RWGQTZQJ,['103']
RWGSIPTK,['15']
RWKKSIFB,['102']
RWLIBXSF,['21']
RWMDVVEI,['40']
RWNTWMRN,['133']
RWTPGZIE,['40']
RWTQUHVR,['68']
RWZDLUXS,['2']
RXAOKNCR,"['102', '101']"
RXCGKTFT,"['38', '27']"
RXGGNBXG,"['67', '102', '48', '68']"
RXLVRUBE,['78']
RXSWMHVR,['78']
RXTJDHAQ,"['133', '114', '78', '102']"
RXXGFAMC,['133']
RXYNLPTK,"['15', '102']"
RYFGMPTK,"['15', '22', '68', '2', '102']"
RYHLSPTK,"['68', '15', '102', '2']"
RYJOYNHV,"['133', '102']"
RYLTGJVR,"['90', '102']"
RYOMNTFT,"['26', '38', '102', '27']"
RYSLOBXG,"['32', '104']"
RYTAZTKX,"['40', '48']"
RYZABEBY,['40']
RYZNTFXO,"['102', '135', '104']"
RZBWVNBD,['133']
RZDUWEZZ,['45']
RZGYXVJP,['78']
RZKOSMYV,['16']
RZKXJRTZ,['68']
RZOXUEUV,['68']
RZQUUVEI,"['68', '104']"
RZSGRRME,['68']
SACLEPKK,"['102', '46', '68', '84']"
SAFAECIW,['58']
SAPEBSBA,['40']
SASIELHH,['2']
SAWFYHIS,['102']
SAXENRME,['78']
SAYVKQTX,['22']
SBCWBVEI,"['68', '40', '2', '104']"
SBJUAFYS,['123']
SBKXLFNJ,['133']
SBNYXOXJ,"['40', '2']"
SBSFPVOG,"['133', '102']"
SBTVVFYY,['25']
SBUUDHDU,['13']
SBZTMCIW,"['67', '78', '68']"
SCDMKOYV,"['8', '120']"
SCDUVNQN,"['15', '102', '2']"
SCJUHZYO,"['69', '102']"
SCMJPHCQ,['78']
SCRUFVEI,"['52', '123']"
SCUVCOTL,"['47', '102', '48']"
SCVQGAMC,['68']
SCVUFMWW,['15']
SCWWZKRF,['78']
SDBKIVEI,"['133', '90', '49', '103', '40', '2', '104']"
SDCOBFPE,['122']
SDEJTPTK,"['68', '15', '102', '2']"
SDFYDHDU,['69']
SDGCSHGW,"['47', '102']"
SDGUVPTK,"['68', '15', '102', '2']"
SDHZTNPL,['123']
SDLEUUXS,"['102', '68']"
SDOPKHGW,"['102', '2', '104']"
SDRRFUDI,"['68', '2']"
SDTECAMC,"['133', '102']"
SDUJPKDQ,['68']
SDVUJXXP,"['78', '68']"
SDZWTDHC,['78']
SEGFXNCR,"['28', '102']"
SEMGVIFB,"['10', '67']"
SEQOSBRS,"['44', '41', '78', '52']"
SEUJJPTK,"['90', '15', '68', '104']"
SFAGGLHH,['68']
SFATOKDQ,['52']
SFESMVEI,"['48', '32', '133', '67', '2', '102']"
SFJKEOTL,['102']
SFLOMRHW,['40']
SFNBXADM,"['78', '27']"
SFRSKFGA,"['78', '81']"
SFXUGHIS,['45']
SFYKQBQT,"['59', '65']"
SFYPQEZZ,['68']
SGAKGKEW,['102']
SGAOQNQN,"['15', '102']"
SGAYAXTD,['78']
SGBTGIQR,"['102', '97', '133', '8', '39']"
SGCXVNPL,['40']
SGERCSBA,"['38', '102', '135']"
SGEXGZON,['40']
SGFZLKGZ,"['102', '68', '49']"
SGGLXHGA,"['117', '133', '68', '78', '102']"
SGHGXPLS,"['68', '40', '114', '2', '102']"
SGMDKZLK,"['69', '48', '52', '133', '67', '40', '102']"
SGNHZPKK,"['38', '133', '90', '46', '68', '67', '84', '102']"
SGWVBTKX,['48']
SGXGUSBA,['52']
SGYRTKEW,['133']
SGYUANQN,"['15', '102']"
SHDQVVEI,['40']
SHDWVZIE,"['40', '78']"
SHEOGUPH,"['51', '123']"
SHHAOPAF,"['15', '102']"
SHHIZDSN,"['133', '108']"
SHLVHUIV,"['8', '48', '5']"
SHMFEGCS,['100']
SHTFZVEI,['103']
SHTQMNCR,"['15', '123']"
SHVDCXTD,['21']
SIBTGNPL,"['67', '102', '52']"
SINXMHVR,['40']
SIORWWPM,['68']
SIQKSLHH,['68']
SIUJOKEW,"['67', '102']"
SIXMTNQN,['102']
SJCWDVYK,['25']
SJEIBAYR,"['15', '104']"
SJGNGFFP,"['13', '87', '102', '104']"
SJHDVAYR,['102']
SJJHFZIE,"['102', '48']"
SJJNRVEI,['2']
SJLDBFYY,['123']
SJLUCPLS,"['52', '133', '68', '40', '2', '102']"
SJRAEFGA,"['69', '133', '52']"
SJTIFFYS,['123']
SKCIHXDO,"['51', '100', '14']"
SKENNVEI,['2']
SKEOPPKK,"['38', '133', '90', '46', '68', '67', '84', '104', '102']"
SKEUFUDI,"['68', '2']"
SKLYCHCU,['15']
SKOYTKEW,['68']
SKSOIFNJ,['102']
SKUAWPAB,"['8', '5']"
SKXSWBXG,"['32', '104']"
SLDXNUXS,"['68', '2']"
SLEHZPTK,"['15', '102', '68']"
SLEQGVEI,"['40', '133']"
SLHMBHVR,"['7', '8', '123']"
SLKKRNQN,['68']
SLLOVZQJ,['103']
SLNMAPAB,"['8', '120', '5']"
SLPDCLBD,"['68', '2']"
SLTENPTK,"['15', '102', '68']"
SLVKRXSF,"['40', '21']"
SLVSUGCS,['102']
SLZVDXDO,"['51', '8', '100']"
SMBVEZQJ,['52']
SMDIMMYV,"['78', '68']"
SMDTUIFB,['68']
SMECMKEW,['104']
SMFPSKWA,"['1', '120']"
SMGHAVEI,"['102', '104']"
SMGYTVEI,['32']
SMHDHPTK,"['15', '68']"
SMIJKIFB,['68']
SMKTXSBA,['102']
SMOYGFYY,['68']
SMPPMRTZ,['68']
SMRNXKEW,"['68', '102', '2']"
SMUJQFGA,"['133', '67', '52']"
SMWHUZQJ,['52']
SMWJKOXJ,['68']
SNATVPTK,"['15', '22', '68', '2', '102']"
SNFZFAMC,"['1', '96']"
SNGNTMYV,['68']
SNGXJHGA,"['133', '78', '117', '68']"
SNLUYOTL,"['108', '133', '100', '67', '102']"
SNOACVJP,"['78', '68']"
SNQKIBME,"['133', '96']"
SNSNLKRF,['68']
SOAMAHCU,"['38', '102']"
SOJEQBXG,['15']
SONMAGIW,"['2', '5']"
SOPERAMC,"['133', '108', '74']"
SORSMBXG,"['32', '104']"
SOUGQVEI,"['40', '68', '103']"
SOUHLUDI,"['68', '15', '2']"
SOVZAPKK,"['38', '46', '68', '67', '84', '102']"
SOXNEFGA,['133']
SPAEAPTK,"['68', '15', '22', '2']"
SPIBCKDQ,"['13', '40', '133']"
SPIZBRHW,['78']
SPKCOBLQ,"['47', '97']"
SPLNOVEI,"['133', '90', '49']"
SPNLFZGK,['40']
SPRIAAEM,['40']
SPVABHVR,['78']
SPXSKPTK,"['15', '22', '68', '2', '102']"
SPYSAZQJ,"['133', '68', '27']"
SPYSLVEI,"['133', '90', '32']"
SQAMZHVR,"['7', '1', '44', '68']"
SQHLUTFT,"['38', '102']"
SQJJMNPL,['123']
SQNPWWBO,"['40', '133', '2']"
SQOFVPTK,"['15', '102', '68']"
SQQRIFGA,['52']
SQRDWVEI,"['68', '90', '40', '2']"
SQVIPFNJ,['46']
SQXASPTK,"['15', '90', '68', '2', '102']"
SQXOXLHH,"['47', '68', '65']"
SQZHENCR,"['15', '104']"
SQZNNPTK,['15']
SRACHVEI,"['40', '102', '133']"
SRALPKDQ,"['133', '15']"
SRDZUBQT,"['72', '102']"
SRGNWXDO,"['1', '96']"
SRGVRHAQ,"['103', '128']"
SRHNXFGA,['123']
SRIKVUXS,['68']
SROLEJVR,['90']
SRQKKMRN,"['48', '133', '40', '2', '104', '102']"
SRWHALLG,"['80', '102', '68']"
SRXHHUDI,"['68', '15', '2']"
SSBQIZIE,['102']
SSDHGAEM,['102']
SSFNJKDQ,"['133', '8']"
SSGJUXSF,"['15', '102']"
SSHLXHDU,"['13', '67', '102']"
SSMDUMRN,"['133', '90', '100', '68', '103', '102']"
SSOAZPLS,"['40', '90', '52', '68']"
SSPYWOIP,['68']
SSQMJRGE,"['40', '123', '68']"
SSSQZNPL,"['13', '52']"
SSXLNVEI,"['133', '102']"
SSYLRVMW,"['78', '68']"
SSZDINPL,"['67', '102', '76', '2']"
STADWZQJ,['69']
STATPIJJ,['123']
STPATNPL,"['133', '45', '68']"
STYYRLHH,['68']
SUDYGIQR,"['97', '133', '1', '96', '62', '8', '39', '102', '120']"
SUKRHKEW,['74']
SUMCRXFE,['52']
SUNBSIKV,"['118', '97']"
SUOIVDAL,"['69', '52', '32', '133', '68', '40', '102', '123']"
SURZPNQN,['102']
SUSOYKRV,"['102', '49']"
SUXVVPLS,['133']
SUYULAEM,['102']
SUZGVFGA,['48']
SVFXGDSN,['100']
SVGNONPL,"['13', '64', '102']"
SVSUWIQR,"['102', '97', '8', '39', '120']"
SVTTDAMC,"['16', '67']"
SVTYRBRS,"['45', '78', '52']"
SWECXHVR,"['78', '58', '68']"
SWKEJXDO,['68']
SWLULFGA,"['100', '45']"
SWWJWHDU,['102']
SWYQAGJU,"['1', '120']"
SXJFWVEI,"['15', '102']"
SXLNYPTK,"['15', '90', '68', '2', '104', '102']"
SXSIKDSN,['68']
SXWUPLHH,['16']
SYPTOFGA,['100']
SYQAWBXG,"['32', '104']"
SYQIMFFP,"['68', '78', '25']"
SZAXAAMC,"['133', '74']"
SZBIELHH,['68']
SZBJPXHP,['15']
SZCNBHVR,['102']
SZEMKPTK,"['15', '102']"
SZMCSVMW,['78']
SZMNPFNJ,"['133', '123']"
SZSIMPTK,"['15', '22', '68', '2', '102']"
SZTOOPTK,"['15', '102', '2']"
SZWLTVEI,"['40', '133']"
TABWSFGA,['100']
TAHKEVEI,['133']
TAIJVBGG,"['90', '15', '103']"
TAMPFZYO,"['133', '12']"
TAQCBMWW,['15']
TAVQCOIP,['52']
TAVXDVTT,"['13', '8', '78']"
TBABVDSN,['133']
TBAQEHCU,"['102', '104']"
TBBFPKEW,['123']
TBBZVVEI,['90']
TBCWINPL,"['15', '102', '49']"
TBGSIKPH,"['15', '48']"
TBILPBLQ,['78']
TBKWOXDO,"['1', '46']"
TBNCRFFP,['123']
TBXSCNPL,"['15', '102']"
TCBDIDFS,"['68', '2']"
TCCCIVEI,"['40', '133']"
TCEANEUL,"['112', '68']"
TCHPPNQN,['15']
TCLOWNPL,"['16', '67']"
TCPFAICI,['68']
TCQAHNQN,['102']
TCQCGBGG,"['15', '102']"
TCULIZIE,"['69', '40', '52']"
TCVSKBXG,"['15', '48', '133', '67', '102']"
TCZNJVEI,['90']
TDDGOFGA,"['78', '81', '128']"
TDDVERJS,['52']
TDGAUVEI,"['40', '15']"
TDGPBDSN,['100']
TDGSEHBS,"['15', '102']"
TDHSUPAF,['2']
TDJFUNPL,['73']
TDLGFVEI,"['48', '32']"
TDUXOKRV,"['15', '2', '49']"
TDZDTUDI,"['15', '102', '68', '104']"
TEEVTDAL,"['13', '104', '123', '5']"
TEHDEVEI,"['40', '123', '104']"
TEHUWLBD,"['68', '2']"
TEJCGEBY,['67']
TEJGGUQK,"['133', '52']"
TEVNSNPL,"['58', '68']"
TEWFZXGD,['29']
TEWPULBD,"['15', '68']"
TFENFPTK,"['68', '15', '2']"
TFGCALHH,['133']
TFQIJLHH,"['7', '40']"
TFQTWKRF,['68']
TFWVXUXS,['62']
TFYALTFT,"['26', '38', '27']"
TFZVHOOZ,['9']
TGAARLHH,['68']
TGCCPICC,['2']
TGCJJBXG,"['133', '15', '102']"
TGDABSBA,['2']
TGGSKPTK,"['68', '15', '102', '2']"
TGJWLCDA,['9']
TGMNPAMC,"['106', '87', '102', '133']"
TGSADFFP,['28']
TGVRYVEI,['103']
TGZLQVMW,['78']
THBMHRJS,['68']
THDKUFYS,"['8', '52', '68']"
THEBVNPL,"['133', '102', '76', '68']"
THFMHKOU,"['13', '67', '15']"
THHJHZYO,"['102', '45']"
THKNNFGA,['133']
THKRUWBO,"['68', '102', '52', '2']"
THLJGNCR,['102']
THOIUTKX,"['15', '102']"
THOYJZJZ,['102']
THSEAXXP,['78']
THWZNKEW,"['1', '68']"
THZCLIOQ,['52']
TIBWWHGW,"['40', '102', '104']"
TIGCGVTT,['40']
TIJZXPTK,"['15', '102', '2']"
TIQMIXDO,"['51', '68']"
TIUBRVJP,['78']
TJCBHTFT,"['26', '38', '133', '90', '27', '102']"
TJGXVPIK,['123']
TJKODUOO,"['15', '102']"
TJLKENOT,['123']
TJPWZKDQ,"['102', '52']"
TJRBPVEI,"['48', '52', '133', '40', '2', '102']"
TJUVHDFS,['78']
TKAVBXYT,"['90', '74']"
TKKLJMRN,"['133', '90', '100', '68']"
TKLVKMRN,"['48', '32', '133', '90', '49', '40', '2', '102']"
TKMDIBXG,"['69', '40', '15', '102']"
TKRRDXDO,['133']
TKUEOPTK,"['68', '15', '2']"
TLAYFKEW,['102']
TLBOYHCQ,['48']
TLEGHSBA,['102']
TLGEVAEM,['102']
TLKBTNPL,"['102', '45']"
TLMCCRME,['78']
TLNDOFGA,['102']
TLNIFSBA,['102']
TLPNYKRV,['133']
TLRBETEK,"['38', '123']"
TLRRLIFB,['68']
TLSDXFNJ,['68']
TLSVBVEI,['40']
TLTOVSBA,"['40', '133']"
TLYNQVDY,"['15', '102']"
TLZDYREH,"['118', '1']"
TMAQAPTK,"['68', '15', '102', '2']"
TMAVPLHH,['68']
TMNGGDSN,['45']
TMNOSPTK,"['15', '68']"
TMRCJLHH,['29']
TMRKAIFB,['67']
TMYRJKWA,"['133', '78']"
TMZWNWBO,"['13', '40', '102', '133']"
TNANEFGA,['133']
TNAREHVR,['78']
TNDVOPTK,"['22', '15', '2']"
TNFCUBXG,"['14', '100', '102', '48']"
TNFOGBXG,"['48', '133', '90', '76', '68', '67', '102']"
TNJPSVEI,"['52', '32', '133', '90', '102']"
TNLEBVDY,"['15', '102']"
TNLHXBGU,"['69', '40', '52']"
TNLYDKRF,"['102', '68']"
TNNHYWBO,"['40', '102', '133', '2']"
TNXTYHAQ,"['90', '102', '45']"
TOBBYZIE,"['69', '90', '102', '68']"
TOGZVTFT,"['47', '38', '102']"
TOJAYVDY,['15']
TOJZKOOZ,['9']
TOMAQSBA,"['38', '102', '135']"
TOSXGIFB,['133']
TOUFMHGW,['69']
TOVQHVEI,"['69', '48', '135', '103']"
TPGGRFGA,"['45', '48']"
TPHGCTKX,['40']
TPUBVSBA,['102']
TPWECUDI,"['68', '2']"
TQCFVUBE,"['19', '68']"
TQDZOEBY,"['67', '68']"
TQIAIPTK,"['68', '15', '102', '2']"
TQKIOPTK,"['68', '15', '102', '2']"
TQKPJKRF,['78']
TQORKLHH,['67']
TQQDOUOO,['15']
TQTDAPKK,"['102', '46', '84']"
TQXGBFGA,"['78', '81']"
TQXIYPKK,"['38', '133', '90', '46', '68', '67', '84', '102']"
TQXPYBXG,['104']
TRAGDNQN,['2']
TRBKEMRN,"['40', '90', '133', '103']"
TRCGMRHW,['40']
TRDYLLHH,['78']
TRFTPNPL,"['15', '102']"
TRGEHWBO,"['102', '2']"
TRPCDTFT,"['26', '27']"
TRQCZPTK,['15']
TSFDXAMC,"['133', '102', '3']"
TSHPZPLS,"['68', '133', '40', '2']"
TSPAVYCR,['52']
TSRBSMRN,['40']
TSVBTMRN,"['48', '32', '133', '90', '49', '40', '2', '102']"
TTCBXBXG,['104']
TTCOKGQD,"['78', '102']"
TTHIROYV,"['8', '46']"
TTLDSVEI,['90']
TTPQSVEI,"['15', '102', '68']"
TTTCFVEI,"['102', '68', '104']"
TTWGLNPL,"['15', '102']"
TTWQHLBD,['68']
TUAKSNPL,"['102', '48', '68']"
TUBJVCNX,['102']
TUGDEVEI,"['40', '90', '133', '2']"
TUJWRNSU,['100']
TUOOISBA,['102']
TUSCXNQN,['15']
TUSDQLSK,"['75', '78']"
TVAKYPTK,"['15', '102', '68']"
TVANSPTK,"['15', '22', '68', '2', '102']"
TVAUKXGD,"['26', '14', '1', '46', '8']"
TVEIPLHH,['133']
TVGBDUDI,"['104', '68', '2', '103']"
TVGDYZIE,"['69', '102', '52']"
TVPMKKRF,"['68', '2']"
TVPUBIJJ,['78']
TVRJHJKU,"['68', '104']"
TVXAOPLS,"['69', '52', '133', '90', '68', '40', '114', '2', '104', '102']"
TVXDGGCS,"['3', '97', '1', '96', '68', '118', '102']"
TWDPPVEI,['90']
TWFTOPTK,"['68', '15', '102', '2']"
TWHKXNPL,['15']
TWIQLVEI,['102']
TWJQMPTK,"['15', '102']"
TWMDWLHH,['78']
TWNEXLSK,"['68', '139']"
TWOZCUQK,"['133', '102', '52']"
TWRMDPTK,"['15', '102', '68']"
TWTGLNQN,['103']
TWXVXVEI,"['52', '133', '68', '2', '102']"
TXAOWVEI,['102']
TXBNKVEI,['133']
TXHMCTFT,['38']
TXIWFZIE,"['40', '48', '52']"
TXJTVPLS,['102']
TXMGCPTK,"['68', '15', '2']"
TXOYKOIP,"['38', '104']"
TXQGRZON,"['102', '2']"
TXTEEHVR,"['7', '8']"
TXXOQFGA,['100']
TXYNMKDQ,"['102', '52', '68']"
TXZCBVEI,['90']
TYBCIMYV,"['78', '102']"
TYCCTVEI,"['40', '133']"
TYLYMLHH,['68']
TYPTOBXG,"['14', '100', '102', '48']"
TYWVIWTR,['102']
TZELVCEI,"['66', '96']"
TZEXJLHH,['78']
TZNNTFGA,['133']
TZQEIPTK,"['90', '15', '2', '104']"
TZRMRZQJ,['68']
TZTITIYC,"['133', '102']"
TZTQZVEI,"['102', '104']"
UABKUBSK,['123']
UAGRKEWB,"['102', '83']"
UAIVWVEI,"['133', '90', '49', '103', '40', '2', '104']"
UALPPDHC,"['78', '68']"
UAOZWDFS,['68']
UAQZNLHH,['68']
UAXTTTFT,"['26', '38', '102', '27']"
UBBIQTKX,"['40', '48']"
UBBSYIFB,['40']
UBCCFPTK,"['68', '2']"
UBDCWSOM,['52']
UBIXHBXG,"['40', '133', '76']"
UBKZZVEI,['102']
UBMASTFT,['38']
UBMNRRDX,"['38', '102', '2', '27']"
UBOYQDSN,['67']
UBRSDVEI,"['45', '40', '133']"
UBRUZXDO,['58']
UBXNOVEI,"['40', '133']"
UBZURPTK,"['15', '68']"
UCAQBLHH,['102']
UCEHAPTK,"['15', '102']"
UCFAGLHH,['68']
UCPQBRTZ,['2']
UCROAKDQ,['90']
UDCEGVEI,"['15', '102', '104']"
UDFPAPTK,"['68', '2']"
UDHTTNPL,"['68', '2']"
UDINTPTK,"['15', '102', '68']"
UDJGQNPL,"['13', '123', '5']"
UDLBIXDO,"['8', '100', '120']"
UDNSIGJU,['40']
UDRXFKWA,['68']
UDUAWRTZ,['68']
UDXLUHBS,"['15', '102']"
UDYAFPTK,"['15', '102', '68']"
UEDVYELW,['68']
UEIUZPTK,"['15', '52', '68', '2', '104']"
UELPBSBA,"['40', '100', '68']"
UELPRLHH,['68']
UEMTAPTK,"['15', '102']"
UENLRPTK,"['68', '15', '2']"
UEQHLZIE,"['69', '102', '52']"
UEUTUIFB,['40']
UEWCRPTK,"['68', '15', '2']"
UFDHJPLS,"['102', '68', '104']"
UFFFYHVR,"['123', '68']"
UFKMAVEI,"['69', '133', '32']"
UFMURHAQ,"['15', '102']"
UFSRBFGA,['100']
UFUVMFKM,['100']
UGALBHBS,"['15', '102']"
UGCYYXXP,['68']
UGEFNMRN,['2']
UGIZNOIP,['52']
UGMHJLWC,['68']
UGQBGLHH,['68']
UGQCAXFE,['123']
UGSDOLSK,['40']
UGXQHRGE,['133']
UHFQVAYR,['102']
UHLQEPTK,"['15', '22', '68', '2', '102']"
UHNINLHH,['68']
UHPARMYV,['68']
UHTGPPKK,"['38', '133', '90', '46', '68', '67', '84', '102']"
UHTOHWTR,['102']
UHUMINPL,"['15', '49']"
UHZFVHGW,"['40', '102', '104']"
UHZTOLHH,['123']
UIAMJSBA,"['133', '48']"
UIAMPPTK,"['15', '102', '68']"
UIEYFPTK,"['68', '2']"
UIGDAZGK,"['9', '78']"
UIIODLHH,['58']
UILGKDWZ,['68']
UIMOYPLS,"['90', '102', '68', '104']"
UINDYPTK,"['15', '102', '68']"
UIOEFEUV,['102']
UIOFUAMC,['38']
UIQACLHH,['78']
UIRLABXG,"['15', '48', '133', '40', '67', '102']"
UISKCVIQ,"['56', '68']"
UITXIFFP,"['102', '123']"
UIWUKUDI,"['2', '103']"
UIYKGPTK,"['68', '15', '102', '2']"
UIYXTSOM,['52']
UJADWLBD,['133']
UJBIELKY,"['35', '100', '102']"
UJGMNFNJ,['68']
UJLJULHH,"['78', '68']"
